entry_time,exit_time,entry_price,exit_price,quantity,pnl,entry_reason,exit_reason,session
2025-12-08 04:25:00-05:00,2025-12-08 04:40:00-05:00,25793.75,25781.25,10,-305.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25788.01),overnight
2025-12-08 06:15:00-05:00,2025-12-08 06:20:00-05:00,25790.75,25776.75,10,-335.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25788.01),overnight
2025-12-08 16:05:00-05:00,2025-12-08 16:10:00-05:00,25664.25,25660.75,10,-125.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25663.04),overnight
2025-12-08 16:30:00-05:00,2025-12-08 21:05:00-05:00,25685.0,25688.0,10,5.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25690.85),overnight
2025-12-09 02:05:00-05:00,2025-12-09 02:15:00-05:00,25690.5,25682.25,10,-220.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25682.25),overnight
2025-12-10 00:30:00-05:00,2025-12-10 05:20:00-05:00,25682.75,25677.5,10,-160.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25700.86),overnight
2025-12-10 19:20:00-05:00,2025-12-10 19:30:00-05:00,25725.25,25718.5,10,-190.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25719.24),overnight
2025-12-11 02:45:00-05:00,2025-12-11 03:00:00-05:00,25539.25,25505.0,10,-740.0,Long entry: UT Bot buy signal,Hard stop hit at 25509.22,overnight
2025-12-11 04:05:00-05:00,2025-12-11 09:25:00-05:00,25557.5,25643.25,10,1660.0,Long entry: UT Bot buy signal,End of day exit,overnight
2025-12-12 00:40:00-05:00,2025-12-12 01:30:00-05:00,25695.25,25684.5,10,-270.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25685.53),overnight
2025-12-14 18:05:00-05:00,2025-12-14 23:10:00-05:00,25397.75,25496.5,5,960.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25499.26),overnight
2025-12-15 03:00:00-05:00,2025-12-15 03:05:00-05:00,25501.25,25497.5,10,-130.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25502.65),overnight
2025-12-15 03:25:00-05:00,2025-12-15 09:25:00-05:00,25506.5,25666.5,10,3145.0,Long entry: UT Bot buy signal,End of day exit,overnight
2025-12-16 03:15:00-05:00,2025-12-16 08:25:00-05:00,25173.5,25229.75,10,1070.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25262.65),overnight
2025-12-16 19:45:00-05:00,2025-12-16 19:55:00-05:00,25311.0,25304.75,10,-180.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25307.01),overnight
2025-12-17 00:15:00-05:00,2025-12-17 00:20:00-05:00,25319.75,25311.75,10,-215.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25317.57),overnight
2025-12-17 00:40:00-05:00,2025-12-17 08:15:00-05:00,25347.0,25422.5,10,1455.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25453.98),overnight
2025-12-18 00:45:00-05:00,2025-12-18 01:10:00-05:00,24978.5,24977.0,10,-85.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (24980.88),overnight
2025-12-18 02:05:00-05:00,2025-12-18 09:25:00-05:00,24997.25,25279.5,10,5590.0,Long entry: UT Bot buy signal,End of day exit,overnight
2025-12-22 00:40:00-05:00,2025-12-22 09:25:00-05:00,25675.0,25781.0,10,2065.0,Long entry: UT Bot buy signal,End of day exit,overnight
2025-12-22 19:55:00-05:00,2025-12-22 20:10:00-05:00,25722.25,25715.0,10,-200.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25719.10),overnight
2025-12-23 03:15:00-05:00,2025-12-23 06:15:00-05:00,25693.25,25688.0,10,-160.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25692.21),overnight
2025-12-23 06:30:00-05:00,2025-12-23 07:00:00-05:00,25700.25,25683.75,10,-385.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25692.21),overnight
2025-12-24 04:20:00-05:00,2025-12-24 05:00:00-05:00,25800.75,25787.75,10,-315.0,Long entry: UT Bot buy signal,Hard stop hit at 25788.97,overnight
2025-12-24 06:10:00-05:00,2025-12-24 06:15:00-05:00,25799.25,25794.5,10,-150.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25794.68),overnight
2025-12-26 00:10:00-05:00,2025-12-26 00:35:00-05:00,25881.0,25879.5,10,-85.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25880.04),overnight
2025-12-28 20:00:00-05:00,2025-12-28 20:05:00-05:00,25878.25,25876.75,10,-85.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25884.03),overnight
2025-12-30 00:45:00-05:00,2025-12-30 01:15:00-05:00,25742.5,25727.25,10,-360.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25731.52),overnight
2025-12-30 03:10:00-05:00,2025-12-30 06:05:00-05:00,25725.25,25711.75,10,-325.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25720.06),overnight
2025-12-30 06:50:00-05:00,2025-12-30 07:30:00-05:00,25733.0,25719.25,10,-330.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25720.06),overnight
2025-12-31 06:40:00-05:00,2025-12-31 09:25:00-05:00,25605.25,25678.5,10,1410.0,Long entry: UT Bot buy signal,End of day exit,overnight
2026-01-01 18:50:00-05:00,2026-01-01 19:05:00-05:00,25489.5,25480.0,10,-245.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25492.49),overnight
2026-01-01 19:25:00-05:00,2026-01-02 07:05:00-05:00,25505.25,25694.75,10,3735.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25697.55),overnight
2026-01-04 18:05:00-05:00,2026-01-05 02:40:00-05:00,25426.5,25464.25,10,700.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25466.52),overnight
2026-01-05 02:55:00-05:00,2026-01-05 08:20:00-05:00,25478.0,25527.25,10,930.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25531.32),overnight
2026-01-08 02:25:00-05:00,2026-01-08 09:25:00-05:00,25758.5,25785.5,10,485.0,Long entry: UT Bot buy signal,End of day exit,overnight
2026-01-08 16:35:00-05:00,2026-01-08 18:20:00-05:00,25725.25,25699.25,10,-575.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25701.00),overnight
2026-01-09 00:00:00-05:00,2026-01-09 00:30:00-05:00,25678.25,25673.5,10,-150.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25675.52),overnight
2026-01-09 03:05:00-05:00,2026-01-09 03:45:00-05:00,25692.0,25671.0,10,-475.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25675.52),overnight
2026-01-09 04:20:00-05:00,2026-01-09 07:30:00-05:00,25685.0,25722.75,10,700.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25722.77),overnight
2026-01-12 02:10:00-05:00,2026-01-12 02:15:00-05:00,25735.25,25725.0,10,-260.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25726.32),overnight
2026-01-12 06:15:00-05:00,2026-01-12 09:25:00-05:00,25714.5,25746.0,10,575.0,Long entry: UT Bot buy signal,End of day exit,overnight
2026-01-13 00:25:00-05:00,2026-01-13 05:05:00-05:00,25905.25,25892.25,10,-315.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25894.95),overnight
2026-01-13 16:00:00-05:00,2026-01-13 18:15:00-05:00,25918.75,25892.75,10,-575.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25895.77),overnight
2026-01-13 19:05:00-05:00,2026-01-13 20:45:00-05:00,25906.75,25885.0,10,-490.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25895.77),overnight
2026-01-15 00:05:00-05:00,2026-01-15 09:25:00-05:00,25604.75,25924.5,10,6340.0,Long entry: UT Bot buy signal,End of day exit,overnight
2026-01-15 19:50:00-05:00,2026-01-15 20:20:00-05:00,25759.5,25754.75,10,-150.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25754.97),overnight
2026-01-19 19:40:00-05:00,2026-01-19 23:55:00-05:00,25399.5,25381.0,10,-425.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25384.03),overnight
2026-01-20 00:10:00-05:00,2026-01-20 00:55:00-05:00,25383.25,25382.75,10,-65.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25384.03),overnight
2026-01-20 19:45:00-05:00,2026-01-20 21:30:00-05:00,25179.75,25169.5,10,-260.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25174.50),overnight
2026-01-22 02:40:00-05:00,2026-01-22 09:25:00-05:00,25587.75,25730.0,10,2790.0,Long entry: UT Bot buy signal,End of day exit,overnight
2026-01-22 20:05:00-05:00,2026-01-23 02:45:00-05:00,25670.25,25691.75,10,375.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25699.01),overnight
2026-01-23 06:10:00-05:00,2026-01-23 06:55:00-05:00,25626.75,25607.0,10,-450.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25616.16),overnight
2026-01-25 20:10:00-05:00,2026-01-26 04:30:00-05:00,25606.75,25654.25,10,895.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25681.26),overnight
2026-01-26 16:20:00-05:00,2026-01-26 18:00:00-05:00,25866.75,25844.5,10,-500.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25851.17),overnight
2026-01-26 18:10:00-05:00,2026-01-27 03:10:00-05:00,25868.0,25990.25,10,2390.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25994.76),overnight
2026-01-28 04:50:00-05:00,2026-01-28 08:10:00-05:00,26280.25,26270.5,10,-250.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (26271.20),overnight
2026-01-28 16:25:00-05:00,2026-01-28 18:10:00-05:00,26262.5,26163.25,9,-1836.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (26204.30),overnight
2026-01-28 18:25:00-05:00,2026-01-28 18:35:00-05:00,26209.0,26190.25,10,-430.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (26204.30),overnight
2026-01-30 06:10:00-05:00,2026-01-30 09:25:00-05:00,25805.5,25834.25,10,520.0,Long entry: UT Bot buy signal,End of day exit,overnight
2026-02-01 19:25:00-05:00,2026-02-01 20:05:00-05:00,25612.5,25548.25,9,-1206.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25594.08),overnight
2026-02-02 03:00:00-05:00,2026-02-02 09:25:00-05:00,25373.5,25542.0,10,3315.0,Long entry: UT Bot buy signal,End of day exit,overnight
2026-02-02 16:30:00-05:00,2026-02-02 16:35:00-05:00,25886.75,25871.0,10,-370.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25881.29),overnight
2026-02-02 18:05:00-05:00,2026-02-02 21:10:00-05:00,25924.0,25924.75,10,-40.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25927.88),overnight
2026-02-03 04:05:00-05:00,2026-02-03 04:20:00-05:00,25991.75,25966.5,10,-560.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25976.00),overnight
2026-02-04 06:40:00-05:00,2026-02-04 07:05:00-05:00,25462.75,25454.75,10,-215.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25465.41),overnight
2026-02-04 16:35:00-05:00,2026-02-04 19:00:00-05:00,25158.5,25048.0,6,-1359.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25052.99),overnight
2026-02-05 04:35:00-05:00,2026-02-05 04:40:00-05:00,25046.25,25031.75,10,-345.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (25055.32),overnight
2026-02-05 20:45:00-05:00,2026-02-06 07:35:00-05:00,24499.0,24780.0,10,5565.0,Long entry: UT Bot buy signal,Close below UT Bot trailing stop (24782.53),overnight
